,Country,Year,variable,value
7508,FR,2004,Male 5-14,0.0
7509,FR,2005,Male 5-14,5.0
7510,FR,2006,Male 5-14,9.0
7511,FR,2007,Male 5-14,9.0
7512,FR,2008,Male 5-14,5.0
7513,GA,1980,Male 5-14,0.0
7514,GA,1981,Male 5-14,0.0
7515,GA,1982,Male 5-14,0.0
7516,GA,1983,Male 5-14,0.0
7517,GA,1984,Male 5-14,0.0
7518,GA,1985,Male 5-14,0.0
7519,GA,1986,Male 5-14,0.0
7520,GA,1987,Male 5-14,0.0
7521,GA,1988,Male 5-14,0.0
7522,GA,1989,Male 5-14,0.0
7523,GA,1990,Male 5-14,0.0
7524,GA,1991,Male 5-14,0.0
7525,GA,1992,Male 5-14,0.0
7526,GA,1993,Male 5-14,0.0
7527,GA,1994,Male 5-14,0.0
7528,GA,1995,Male 5-14,0.0
7529,GA,1996,Male 5-14,0.0
7530,GA,1997,Male 5-14,0.0
7531,GA,1998,Male 5-14,0.0
7532,GA,1999,Male 5-14,0.0
7533,GA,2001,Male 5-14,0.0
7534,GA,2002,Male 5-14,0.0
7535,GA,2003,Male 5-14,0.0
7536,GA,2004,Male 5-14,0.0
7537,GA,2005,Male 5-14,0.0
7538,GA,2006,Male 5-14,0.0
7539,GA,2007,Male 5-14,0.0
7540,GA,2008,Male 5-14,13.0
7541,GB,1980,Male 5-14,0.0
7542,GB,1981,Male 5-14,0.0
7543,GB,1982,Male 5-14,0.0
7544,GB,1983,Male 5-14,0.0
7545,GB,1984,Male 5-14,0.0
7546,GB,1985,Male 5-14,0.0
7547,GB,1986,Male 5-14,0.0
7548,GB,1987,Male 5-14,0.0
7549,GB,1988,Male 5-14,0.0
7550,GB,1989,Male 5-14,0.0
7551,GB,1990,Male 5-14,0.0
7552,GB,1991,Male 5-14,0.0
7553,GB,1992,Male 5-14,0.0
7554,GB,1993,Male 5-14,0.0
7555,GB,1994,Male 5-14,0.0
7556,GB,1995,Male 5-14,0.0
7557,GB,1996,Male 5-14,0.0
7558,GB,1997,Male 5-14,0.0
7559,GB,1998,Male 5-14,0.0
7560,GB,1999,Male 5-14,0.0
7561,GB,2000,Male 5-14,0.0
7562,GB,2001,Male 5-14,0.0
7563,GB,2002,Male 5-14,0.0
7564,GB,2003,Male 5-14,0.0
7565,GB,2004,Male 5-14,0.0
7566,GB,2005,Male 5-14,5.0
7567,GB,2006,Male 5-14,6.0
7568,GB,2007,Male 5-14,11.0
7569,GB,2008,Male 5-14,4.0
7570,GD,1980,Male 5-14,0.0
7571,GD,1981,Male 5-14,0.0
7572,GD,1982,Male 5-14,0.0
7573,GD,1983,Male 5-14,0.0
7574,GD,1984,Male 5-14,0.0
7575,GD,1985,Male 5-14,0.0
7576,GD,1986,Male 5-14,0.0
7577,GD,1987,Male 5-14,0.0
7578,GD,1988,Male 5-14,0.0
7579,GD,1989,Male 5-14,0.0
7580,GD,1990,Male 5-14,0.0
7581,GD,1991,Male 5-14,0.0
7582,GD,1992,Male 5-14,0.0
7583,GD,1993,Male 5-14,0.0
7584,GD,1994,Male 5-14,0.0
7585,GD,1995,Male 5-14,0.0
7586,GD,1996,Male 5-14,0.0
7587,GD,1997,Male 5-14,0.0
7588,GD,1998,Male 5-14,0.0
7589,GD,1999,Male 5-14,0.0
7590,GD,2000,Male 5-14,0.0
7591,GD,2002,Male 5-14,0.0
7592,GD,2003,Male 5-14,0.0
7593,GD,2004,Male 5-14,0.0
7594,GD,2005,Male 5-14,0.0
7595,GD,2006,Male 5-14,0.0
7596,GD,2007,Male 5-14,0.0
7597,GD,2008,Male 5-14,0.0
7598,GE,1980,Male 5-14,0.0
7599,GE,1981,Male 5-14,0.0
7600,GE,1982,Male 5-14,0.0
7601,GE,1983,Male 5-14,0.0
7602,GE,1984,Male 5-14,0.0
7603,GE,1985,Male 5-14,0.0
7604,GE,1986,Male 5-14,0.0
7605,GE,1987,Male 5-14,0.0
7606,GE,1988,Male 5-14,0.0
7607,GE,1989,Male 5-14,0.0
7608,GE,1990,Male 5-14,0.0
7609,GE,1992,Male 5-14,0.0
7610,GE,1993,Male 5-14,0.0
7611,GE,1995,Male 5-14,0.0
7612,GE,1996,Male 5-14,0.0
7613,GE,1997,Male 5-14,0.0
7614,GE,1998,Male 5-14,0.0
7615,GE,1999,Male 5-14,0.0
7616,GE,2000,Male 5-14,0.0
7617,GE,2001,Male 5-14,0.0
7618,GE,2002,Male 5-14,0.0
7619,GE,2003,Male 5-14,0.0
7620,GE,2004,Male 5-14,0.0
7621,GE,2005,Male 5-14,0.0
7622,GE,2006,Male 5-14,3.0
7623,GE,2007,Male 5-14,1.0
7624,GE,2008,Male 5-14,122.0
7625,GH,1980,Male 5-14,0.0
7626,GH,1981,Male 5-14,0.0
7627,GH,1982,Male 5-14,0.0
7628,GH,1983,Male 5-14,0.0
7629,GH,1984,Male 5-14,0.0
7630,GH,1985,Male 5-14,0.0
7631,GH,1986,Male 5-14,0.0
7632,GH,1987,Male 5-14,0.0
7633,GH,1988,Male 5-14,0.0
7634,GH,1989,Male 5-14,0.0
7635,GH,1990,Male 5-14,0.0
7636,GH,1991,Male 5-14,0.0
7637,GH,1992,Male 5-14,0.0
7638,GH,1993,Male 5-14,0.0
7639,GH,1994,Male 5-14,0.0
7640,GH,1995,Male 5-14,0.0
7641,GH,1996,Male 5-14,0.0
7642,GH,1997,Male 5-14,0.0
7643,GH,1998,Male 5-14,0.0
7644,GH,1999,Male 5-14,0.0
7645,GH,2000,Male 5-14,0.0
7646,GH,2001,Male 5-14,0.0
7647,GH,2002,Male 5-14,0.0
7648,GH,2003,Male 5-14,0.0
7649,GH,2004,Male 5-14,0.0
7650,GH,2005,Male 5-14,0.0
7651,GH,2006,Male 5-14,0.0
7652,GH,2007,Male 5-14,0.0
7653,GH,2008,Male 5-14,0.0
7654,GM,1980,Male 5-14,0.0
7655,GM,1981,Male 5-14,0.0
7656,GM,1994,Male 5-14,0.0
7657,GM,1995,Male 5-14,0.0
7658,GM,1996,Male 5-14,0.0
7659,GM,1997,Male 5-14,0.0
7660,GM,1998,Male 5-14,0.0
7661,GM,1999,Male 5-14,0.0
7662,GM,2001,Male 5-14,0.0
7663,GM,2002,Male 5-14,0.0
7664,GM,2003,Male 5-14,0.0
7665,GM,2004,Male 5-14,0.0
7666,GM,2005,Male 5-14,0.0
7667,GM,2006,Male 5-14,0.0
7668,GM,2007,Male 5-14,0.0
7669,GM,2008,Male 5-14,6.0
7670,GN,1981,Male 5-14,0.0
7671,GN,1982,Male 5-14,0.0
7672,GN,1983,Male 5-14,0.0
7673,GN,1984,Male 5-14,0.0
7674,GN,1985,Male 5-14,0.0
7675,GN,1986,Male 5-14,0.0
7676,GN,1987,Male 5-14,0.0
7677,GN,1988,Male 5-14,0.0
7678,GN,1989,Male 5-14,0.0
7679,GN,1990,Male 5-14,0.0
7680,GN,1991,Male 5-14,0.0
7681,GN,1992,Male 5-14,0.0
7682,GN,1993,Male 5-14,0.0
7683,GN,1994,Male 5-14,0.0
7684,GN,1995,Male 5-14,0.0
7685,GN,1996,Male 5-14,0.0
7686,GN,1997,Male 5-14,0.0
7687,GN,1998,Male 5-14,0.0
7688,GN,1999,Male 5-14,0.0
7689,GN,2000,Male 5-14,0.0
7690,GN,2001,Male 5-14,0.0
7691,GN,2002,Male 5-14,0.0
7692,GN,2003,Male 5-14,0.0
7693,GN,2004,Male 5-14,0.0
7694,GN,2005,Male 5-14,0.0
7695,GN,2006,Male 5-14,0.0
7696,GN,2007,Male 5-14,0.0
7697,GN,2008,Male 5-14,0.0
7698,GQ,1984,Male 5-14,0.0
7699,GQ,1985,Male 5-14,0.0
7700,GQ,1986,Male 5-14,0.0
7701,GQ,1987,Male 5-14,0.0
7702,GQ,1988,Male 5-14,0.0
7703,GQ,1989,Male 5-14,0.0
7704,GQ,1990,Male 5-14,0.0
7705,GQ,1991,Male 5-14,0.0
7706,GQ,1992,Male 5-14,0.0
7707,GQ,1993,Male 5-14,0.0
7708,GQ,1994,Male 5-14,0.0
7709,GQ,1995,Male 5-14,0.0
7710,GQ,1996,Male 5-14,0.0
7711,GQ,1997,Male 5-14,0.0
7712,GQ,1998,Male 5-14,0.0
7713,GQ,2003,Male 5-14,0.0
7714,GQ,2004,Male 5-14,0.0
7715,GQ,2006,Male 5-14,0.0
7716,GQ,2007,Male 5-14,0.0
7717,GQ,2008,Male 5-14,0.0
7718,GR,1980,Male 5-14,0.0
7719,GR,1981,Male 5-14,0.0
7720,GR,1982,Male 5-14,0.0
7721,GR,1983,Male 5-14,0.0
7722,GR,1984,Male 5-14,0.0
7723,GR,1985,Male 5-14,0.0
7724,GR,1986,Male 5-14,0.0
7725,GR,1987,Male 5-14,0.0
7726,GR,1988,Male 5-14,0.0
7727,GR,1989,Male 5-14,0.0
7728,GR,1990,Male 5-14,0.0
7729,GR,1991,Male 5-14,0.0
7730,GR,1992,Male 5-14,0.0
7731,GR,1995,Male 5-14,0.0
7732,GR,1996,Male 5-14,0.0
7733,GR,1997,Male 5-14,0.0
7734,GR,1998,Male 5-14,0.0
7735,GR,1999,Male 5-14,0.0
7736,GR,2000,Male 5-14,0.0
7737,GR,2001,Male 5-14,0.0
7738,GR,2002,Male 5-14,0.0
7739,GR,2003,Male 5-14,0.0
7740,GR,2004,Male 5-14,0.0
7741,GR,2005,Male 5-14,1.0
7742,GR,2006,Male 5-14,0.0
7743,GR,2007,Male 5-14,1.0
7744,GR,2008,Male 5-14,0.0
7745,GT,1980,Male 5-14,0.0
7746,GT,1981,Male 5-14,0.0
7747,GT,1982,Male 5-14,0.0
7748,GT,1983,Male 5-14,0.0
7749,GT,1984,Male 5-14,0.0
7750,GT,1985,Male 5-14,0.0
7751,GT,1986,Male 5-14,0.0
7752,GT,1987,Male 5-14,0.0
7753,GT,1988,Male 5-14,0.0
7754,GT,1989,Male 5-14,0.0
7755,GT,1990,Male 5-14,0.0
7756,GT,1991,Male 5-14,0.0
7757,GT,1992,Male 5-14,0.0
7758,GT,1993,Male 5-14,0.0
7759,GT,1994,Male 5-14,0.0
7760,GT,1995,Male 5-14,0.0
7761,GT,1996,Male 5-14,0.0
7762,GT,1997,Male 5-14,0.0
7763,GT,1998,Male 5-14,0.0
7764,GT,1999,Male 5-14,0.0
7765,GT,2000,Male 5-14,0.0
7766,GT,2001,Male 5-14,0.0
7767,GT,2002,Male 5-14,0.0
7768,GT,2003,Male 5-14,0.0
7769,GT,2004,Male 5-14,0.0
7770,GT,2005,Male 5-14,0.0
7771,GT,2006,Male 5-14,0.0
7772,GT,2007,Male 5-14,115.0
7773,GT,2008,Male 5-14,19.0
7774,GU,1980,Male 5-14,0.0
7775,GU,1981,Male 5-14,0.0
7776,GU,1982,Male 5-14,0.0
7777,GU,1983,Male 5-14,0.0
7778,GU,1984,Male 5-14,0.0
7779,GU,1985,Male 5-14,0.0
7780,GU,1986,Male 5-14,0.0
7781,GU,1987,Male 5-14,0.0
7782,GU,1988,Male 5-14,0.0
7783,GU,1989,Male 5-14,0.0
7784,GU,1992,Male 5-14,0.0
7785,GU,1993,Male 5-14,0.0
7786,GU,1994,Male 5-14,0.0
7787,GU,1999,Male 5-14,0.0
7788,GU,2000,Male 5-14,0.0
7789,GU,2001,Male 5-14,0.0
7790,GU,2002,Male 5-14,0.0
7791,GU,2003,Male 5-14,0.0
7792,GU,2004,Male 5-14,0.0
7793,GU,2005,Male 5-14,0.0
7794,GU,2006,Male 5-14,0.0
7795,GU,2007,Male 5-14,0.0
7796,GU,2008,Male 5-14,0.0
7797,GW,1980,Male 5-14,0.0
7798,GW,1981,Male 5-14,0.0
7799,GW,1982,Male 5-14,0.0
7800,GW,1983,Male 5-14,0.0
7801,GW,1984,Male 5-14,0.0
7802,GW,1985,Male 5-14,0.0
7803,GW,1986,Male 5-14,0.0
7804,GW,1987,Male 5-14,0.0
7805,GW,1988,Male 5-14,0.0
7806,GW,1989,Male 5-14,0.0
7807,GW,1990,Male 5-14,0.0
7808,GW,1991,Male 5-14,0.0
7809,GW,1992,Male 5-14,0.0
7810,GW,1993,Male 5-14,0.0
7811,GW,1994,Male 5-14,0.0
7812,GW,1995,Male 5-14,0.0
7813,GW,1996,Male 5-14,0.0
7814,GW,1997,Male 5-14,0.0
7815,GW,1998,Male 5-14,0.0
7816,GW,1999,Male 5-14,0.0
7817,GW,2000,Male 5-14,0.0
7818,GW,2001,Male 5-14,0.0
7819,GW,2002,Male 5-14,0.0
7820,GW,2003,Male 5-14,0.0
7821,GW,2004,Male 5-14,0.0
7822,GW,2005,Male 5-14,0.0
7823,GW,2006,Male 5-14,0.0
7824,GW,2007,Male 5-14,0.0
7825,GW,2008,Male 5-14,0.0
7826,GY,1980,Male 5-14,0.0
7827,GY,1981,Male 5-14,0.0
7828,GY,1982,Male 5-14,0.0
7829,GY,1983,Male 5-14,0.0
7830,GY,1984,Male 5-14,0.0
7831,GY,1985,Male 5-14,0.0
7832,GY,1986,Male 5-14,0.0
7833,GY,1987,Male 5-14,0.0
7834,GY,1988,Male 5-14,0.0
7835,GY,1989,Male 5-14,0.0
7836,GY,1990,Male 5-14,0.0
7837,GY,1991,Male 5-14,0.0
7838,GY,1992,Male 5-14,0.0
7839,GY,1993,Male 5-14,0.0
7840,GY,1994,Male 5-14,0.0
7841,GY,1995,Male 5-14,0.0
7842,GY,1996,Male 5-14,0.0
7843,GY,1997,Male 5-14,0.0
7844,GY,1998,Male 5-14,0.0
7845,GY,1999,Male 5-14,0.0
7846,GY,2000,Male 5-14,0.0
7847,GY,2001,Male 5-14,0.0
7848,GY,2002,Male 5-14,0.0
7849,GY,2003,Male 5-14,0.0
7850,GY,2004,Male 5-14,0.0
7851,GY,2005,Male 5-14,0.0
7852,GY,2006,Male 5-14,0.0
7853,GY,2007,Male 5-14,0.0
7854,GY,2008,Male 5-14,5.0
7855,HK,1980,Male 5-14,0.0
7856,HK,1981,Male 5-14,0.0
7857,HK,1982,Male 5-14,0.0
7858,HK,1983,Male 5-14,0.0
7859,HK,1984,Male 5-14,0.0
7860,HK,1985,Male 5-14,0.0
7861,HK,1986,Male 5-14,0.0
7862,HK,1987,Male 5-14,0.0
7863,HK,1988,Male 5-14,0.0
7864,HK,1989,Male 5-14,0.0
7865,HK,1990,Male 5-14,0.0
7866,HK,1991,Male 5-14,0.0
7867,HK,1992,Male 5-14,0.0
7868,HK,1993,Male 5-14,0.0
7869,HK,1994,Male 5-14,0.0
7870,HK,1995,Male 5-14,0.0
7871,HK,1996,Male 5-14,0.0
7872,HK,1997,Male 5-14,0.0
7873,HK,1998,Male 5-14,0.0
7874,HK,1999,Male 5-14,0.0
7875,HK,2000,Male 5-14,0.0
7876,HK,2001,Male 5-14,0.0
7877,HK,2002,Male 5-14,0.0
7878,HK,2003,Male 5-14,0.0
7879,HK,2004,Male 5-14,0.0
7880,HK,2005,Male 5-14,3.0
7881,HK,2006,Male 5-14,3.0
7882,HK,2007,Male 5-14,4.0
7883,HK,2008,Male 5-14,0.0
7884,HN,1980,Male 5-14,0.0
7885,HN,1981,Male 5-14,0.0
7886,HN,1982,Male 5-14,0.0
7887,HN,1983,Male 5-14,0.0
7888,HN,1984,Male 5-14,0.0
7889,HN,1985,Male 5-14,0.0
7890,HN,1986,Male 5-14,0.0
7891,HN,1987,Male 5-14,0.0
7892,HN,1988,Male 5-14,0.0
7893,HN,1989,Male 5-14,0.0
7894,HN,1990,Male 5-14,0.0
7895,HN,1991,Male 5-14,0.0
7896,HN,1992,Male 5-14,0.0
7897,HN,1993,Male 5-14,0.0
7898,HN,1994,Male 5-14,0.0
7899,HN,1995,Male 5-14,0.0
7900,HN,1996,Male 5-14,0.0
7901,HN,1997,Male 5-14,0.0
7902,HN,1998,Male 5-14,0.0
7903,HN,1999,Male 5-14,0.0
7904,HN,2000,Male 5-14,0.0
7905,HN,2001,Male 5-14,0.0
7906,HN,2002,Male 5-14,0.0
7907,HN,2003,Male 5-14,0.0
7908,HN,2004,Male 5-14,0.0
7909,HN,2005,Male 5-14,0.0
7910,HN,2006,Male 5-14,16.0
7911,HN,2007,Male 5-14,16.0
7912,HN,2008,Male 5-14,10.0
7913,HR,1980,Male 5-14,0.0
7914,HR,1981,Male 5-14,0.0
7915,HR,1982,Male 5-14,0.0
7916,HR,1983,Male 5-14,0.0
7917,HR,1984,Male 5-14,0.0
7918,HR,1985,Male 5-14,0.0
7919,HR,1986,Male 5-14,0.0
7920,HR,1987,Male 5-14,0.0
7921,HR,1988,Male 5-14,0.0
7922,HR,1989,Male 5-14,0.0
7923,HR,1990,Male 5-14,0.0
7924,HR,1991,Male 5-14,0.0
7925,HR,1992,Male 5-14,0.0
7926,HR,1993,Male 5-14,0.0
7927,HR,1994,Male 5-14,0.0
7928,HR,1995,Male 5-14,0.0
7929,HR,1996,Male 5-14,0.0
7930,HR,1997,Male 5-14,0.0
7931,HR,1998,Male 5-14,0.0
7932,HR,1999,Male 5-14,0.0
7933,HR,2000,Male 5-14,0.0
7934,HR,2001,Male 5-14,0.0
7935,HR,2002,Male 5-14,0.0
7936,HR,2003,Male 5-14,0.0
7937,HR,2004,Male 5-14,0.0
7938,HR,2005,Male 5-14,1.0
7939,HR,2006,Male 5-14,0.0
7940,HR,2007,Male 5-14,0.0
7941,HR,2008,Male 5-14,0.0
7942,HT,1980,Male 5-14,0.0
7943,HT,1981,Male 5-14,0.0
7944,HT,1982,Male 5-14,0.0
7945,HT,1983,Male 5-14,0.0
7946,HT,1984,Male 5-14,0.0
7947,HT,1985,Male 5-14,0.0
7948,HT,1986,Male 5-14,0.0
7949,HT,1987,Male 5-14,0.0
7950,HT,1988,Male 5-14,0.0
7951,HT,1989,Male 5-14,0.0
7952,HT,1991,Male 5-14,0.0
7953,HT,1995,Male 5-14,0.0
7954,HT,1996,Male 5-14,0.0
7955,HT,1997,Male 5-14,0.0
7956,HT,1998,Male 5-14,0.0
7957,HT,1999,Male 5-14,0.0
7958,HT,2000,Male 5-14,0.0
7959,HT,2001,Male 5-14,0.0
7960,HT,2002,Male 5-14,0.0
7961,HT,2003,Male 5-14,0.0
7962,HT,2004,Male 5-14,0.0
7963,HT,2005,Male 5-14,0.0
7964,HT,2006,Male 5-14,0.0
7965,HT,2007,Male 5-14,78.0
7966,HT,2008,Male 5-14,82.0
7967,HU,1980,Male 5-14,0.0
7968,HU,1981,Male 5-14,0.0
7969,HU,1982,Male 5-14,0.0
7970,HU,1983,Male 5-14,0.0
7971,HU,1984,Male 5-14,0.0
7972,HU,1985,Male 5-14,0.0
7973,HU,1986,Male 5-14,0.0
7974,HU,1987,Male 5-14,0.0
7975,HU,1988,Male 5-14,0.0
7976,HU,1989,Male 5-14,0.0
7977,HU,1990,Male 5-14,0.0
7978,HU,1991,Male 5-14,0.0
7979,HU,1992,Male 5-14,0.0
7980,HU,1993,Male 5-14,0.0
7981,HU,1994,Male 5-14,0.0
7982,HU,1995,Male 5-14,0.0
7983,HU,1996,Male 5-14,0.0
7984,HU,1997,Male 5-14,0.0
7985,HU,1998,Male 5-14,0.0
7986,HU,1999,Male 5-14,0.0
7987,HU,2000,Male 5-14,0.0
7988,HU,2001,Male 5-14,0.0
7989,HU,2002,Male 5-14,0.0
7990,HU,2003,Male 5-14,0.0
7991,HU,2004,Male 5-14,0.0
7992,HU,2005,Male 5-14,0.0
7993,HU,2006,Male 5-14,2.0
7994,HU,2007,Male 5-14,0.0
7995,HU,2008,Male 5-14,0.0
7996,ID,1980,Male 5-14,0.0
7997,ID,1981,Male 5-14,0.0
7998,ID,1982,Male 5-14,0.0
7999,ID,1983,Male 5-14,0.0
8000,ID,1984,Male 5-14,0.0
8001,ID,1985,Male 5-14,0.0
8002,ID,1986,Male 5-14,0.0
8003,ID,1988,Male 5-14,0.0
8004,ID,1989,Male 5-14,0.0
8005,ID,1990,Male 5-14,0.0
8006,ID,1991,Male 5-14,0.0
8007,ID,1992,Male 5-14,0.0
8008,ID,1993,Male 5-14,0.0
8009,ID,1994,Male 5-14,0.0
8010,ID,1995,Male 5-14,0.0
8011,ID,1996,Male 5-14,0.0
8012,ID,1997,Male 5-14,0.0
8013,ID,1998,Male 5-14,0.0
8014,ID,1999,Male 5-14,0.0
8015,ID,2000,Male 5-14,0.0
8016,ID,2001,Male 5-14,0.0
8017,ID,2002,Male 5-14,0.0
8018,ID,2003,Male 5-14,0.0
8019,ID,2004,Male 5-14,0.0
8020,ID,2005,Male 5-14,0.0
8021,ID,2006,Male 5-14,0.0
8022,ID,2007,Male 5-14,636.0
8023,ID,2008,Male 5-14,710.0
8024,IE,1980,Male 5-14,0.0
8025,IE,1981,Male 5-14,0.0
8026,IE,1982,Male 5-14,0.0
8027,IE,1983,Male 5-14,0.0
8028,IE,1984,Male 5-14,0.0
8029,IE,1985,Male 5-14,0.0
8030,IE,1986,Male 5-14,0.0
8031,IE,1987,Male 5-14,0.0
8032,IE,1988,Male 5-14,0.0
8033,IE,1989,Male 5-14,0.0
8034,IE,1990,Male 5-14,0.0
8035,IE,1991,Male 5-14,0.0
8036,IE,1992,Male 5-14,0.0
8037,IE,1993,Male 5-14,0.0
8038,IE,1994,Male 5-14,0.0
8039,IE,1995,Male 5-14,0.0
8040,IE,1996,Male 5-14,0.0
8041,IE,1997,Male 5-14,0.0
8042,IE,1998,Male 5-14,0.0
8043,IE,1999,Male 5-14,0.0
8044,IE,2000,Male 5-14,0.0
8045,IE,2001,Male 5-14,0.0
8046,IE,2002,Male 5-14,0.0
8047,IE,2003,Male 5-14,0.0
8048,IE,2004,Male 5-14,0.0
8049,IE,2005,Male 5-14,1.0
8050,IE,2006,Male 5-14,0.0
8051,IE,2007,Male 5-14,0.0
8052,IE,2008,Male 5-14,1.0
8053,IL,1980,Male 5-14,0.0
8054,IL,1981,Male 5-14,0.0
8055,IL,1982,Male 5-14,0.0
8056,IL,1983,Male 5-14,0.0
8057,IL,1984,Male 5-14,0.0
8058,IL,1985,Male 5-14,0.0
8059,IL,1986,Male 5-14,0.0
8060,IL,1987,Male 5-14,0.0
8061,IL,1988,Male 5-14,0.0
8062,IL,1989,Male 5-14,0.0
8063,IL,1990,Male 5-14,0.0
8064,IL,1991,Male 5-14,0.0
8065,IL,1992,Male 5-14,0.0
8066,IL,1993,Male 5-14,0.0
8067,IL,1994,Male 5-14,0.0
8068,IL,1995,Male 5-14,0.0
8069,IL,1996,Male 5-14,0.0
8070,IL,1997,Male 5-14,0.0
8071,IL,1998,Male 5-14,0.0
8072,IL,1999,Male 5-14,0.0
8073,IL,2000,Male 5-14,0.0
8074,IL,2001,Male 5-14,0.0
8075,IL,2002,Male 5-14,0.0
8076,IL,2003,Male 5-14,0.0
8077,IL,2004,Male 5-14,0.0
8078,IL,2005,Male 5-14,0.0
8079,IL,2006,Male 5-14,0.0
8080,IL,2007,Male 5-14,1.0
8081,IL,2008,Male 5-14,0.0
8082,IN,1980,Male 5-14,0.0
8083,IN,1981,Male 5-14,0.0
8084,IN,1982,Male 5-14,0.0
8085,IN,1983,Male 5-14,0.0
8086,IN,1984,Male 5-14,0.0
8087,IN,1985,Male 5-14,0.0
8088,IN,1986,Male 5-14,0.0
8089,IN,1987,Male 5-14,0.0
8090,IN,1988,Male 5-14,0.0
8091,IN,1989,Male 5-14,0.0
8092,IN,1990,Male 5-14,0.0
8093,IN,1991,Male 5-14,0.0
8094,IN,1992,Male 5-14,0.0
8095,IN,1993,Male 5-14,0.0
8096,IN,1994,Male 5-14,0.0
8097,IN,1995,Male 5-14,0.0
8098,IN,1996,Male 5-14,0.0
8099,IN,1997,Male 5-14,0.0
8100,IN,1998,Male 5-14,0.0
8101,IN,1999,Male 5-14,0.0
8102,IN,2000,Male 5-14,0.0
8103,IN,2001,Male 5-14,0.0
8104,IN,2002,Male 5-14,0.0
8105,IN,2003,Male 5-14,0.0
8106,IN,2004,Male 5-14,0.0
8107,IN,2005,Male 5-14,0.0
8108,IN,2006,Male 5-14,0.0
8109,IN,2007,Male 5-14,0.0
8110,IN,2008,Male 5-14,0.0
8111,IQ,1980,Male 5-14,0.0
8112,IQ,1981,Male 5-14,0.0
8113,IQ,1982,Male 5-14,0.0
8114,IQ,1983,Male 5-14,0.0
8115,IQ,1984,Male 5-14,0.0
8116,IQ,1985,Male 5-14,0.0
8117,IQ,1986,Male 5-14,0.0
8118,IQ,1987,Male 5-14,0.0
8119,IQ,1988,Male 5-14,0.0
8120,IQ,1989,Male 5-14,0.0
8121,IQ,1990,Male 5-14,0.0
8122,IQ,1991,Male 5-14,0.0
8123,IQ,1992,Male 5-14,0.0
8124,IQ,1993,Male 5-14,0.0
8125,IQ,1994,Male 5-14,0.0
8126,IQ,1995,Male 5-14,0.0
8127,IQ,1996,Male 5-14,0.0
8128,IQ,1997,Male 5-14,0.0
8129,IQ,1998,Male 5-14,0.0
8130,IQ,1999,Male 5-14,0.0
8131,IQ,2000,Male 5-14,0.0
8132,IQ,2001,Male 5-14,0.0
8133,IQ,2002,Male 5-14,0.0
8134,IQ,2003,Male 5-14,0.0
8135,IQ,2004,Male 5-14,0.0
8136,IQ,2005,Male 5-14,0.0
8137,IQ,2006,Male 5-14,14.0
8138,IQ,2007,Male 5-14,20.0
8139,IQ,2008,Male 5-14,16.0
8140,IR,1980,Male 5-14,0.0
8141,IR,1981,Male 5-14,0.0
8142,IR,1982,Male 5-14,0.0
8143,IR,1983,Male 5-14,0.0
8144,IR,1984,Male 5-14,0.0
8145,IR,1985,Male 5-14,0.0
8146,IR,1986,Male 5-14,0.0
8147,IR,1987,Male 5-14,0.0
8148,IR,1988,Male 5-14,0.0
8149,IR,1989,Male 5-14,0.0
8150,IR,1990,Male 5-14,0.0
8151,IR,1991,Male 5-14,0.0
8152,IR,1992,Male 5-14,0.0
8153,IR,1993,Male 5-14,0.0
8154,IR,1994,Male 5-14,0.0
8155,IR,1995,Male 5-14,0.0
8156,IR,1996,Male 5-14,0.0
8157,IR,1997,Male 5-14,0.0
8158,IR,1998,Male 5-14,0.0
8159,IR,1999,Male 5-14,0.0
8160,IR,2000,Male 5-14,0.0
8161,IR,2001,Male 5-14,0.0
8162,IR,2002,Male 5-14,0.0
8163,IR,2003,Male 5-14,0.0
8164,IR,2004,Male 5-14,0.0
8165,IR,2005,Male 5-14,0.0
8166,IR,2006,Male 5-14,8.0
8167,IR,2007,Male 5-14,7.0
8168,IR,2008,Male 5-14,11.0
8169,IS,1980,Male 5-14,0.0
8170,IS,1981,Male 5-14,0.0
8171,IS,1982,Male 5-14,0.0
8172,IS,1983,Male 5-14,0.0
8173,IS,1984,Male 5-14,0.0
8174,IS,1985,Male 5-14,0.0
8175,IS,1986,Male 5-14,0.0
8176,IS,1987,Male 5-14,0.0
8177,IS,1988,Male 5-14,0.0
8178,IS,1989,Male 5-14,0.0
8179,IS,1990,Male 5-14,0.0
8180,IS,1991,Male 5-14,0.0
8181,IS,1992,Male 5-14,0.0
8182,IS,1993,Male 5-14,0.0
8183,IS,1994,Male 5-14,0.0
8184,IS,1995,Male 5-14,0.0
8185,IS,1996,Male 5-14,0.0
8186,IS,1997,Male 5-14,0.0
8187,IS,1998,Male 5-14,0.0
8188,IS,1999,Male 5-14,0.0
8189,IS,2000,Male 5-14,0.0
8190,IS,2001,Male 5-14,0.0
8191,IS,2002,Male 5-14,0.0
8192,IS,2003,Male 5-14,0.0
8193,IS,2004,Male 5-14,0.0
8194,IS,2005,Male 5-14,0.0
8195,IS,2006,Male 5-14,0.0
8196,IS,2007,Male 5-14,0.0
8197,IS,2008,Male 5-14,0.0
8198,IT,1980,Male 5-14,0.0
8199,IT,1981,Male 5-14,0.0
8200,IT,1982,Male 5-14,0.0
8201,IT,1983,Male 5-14,0.0
8202,IT,1984,Male 5-14,0.0
8203,IT,1985,Male 5-14,0.0
